ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
NCL,New Caledonia,total,Drinking water,2016,2.64205,7244.23946,Basic service
NCL,New Caledonia,total,Sanitation,2016,0,0,Limited service
NCL,New Caledonia,total,Drinking water,2016,0,0,Limited service
NCL,New Caledonia,total,Sanitation,2016,0,0,Open defecation
NCL,New Caledonia,total,Drinking water,2016,95.72986,262481.70305,Safely managed service
NCL,New Caledonia,total,Drinking water,2016,0,0,Surface water
NCL,New Caledonia,total,Sanitation,2016,0,0,Unimproved
NCL,New Caledonia,total,Drinking water,2016,1.62809,4464.05748,Unimproved
NLD,Netherlands,total,Sanitation,2016,0.23741,40314.65671,Basic service
NLD,Netherlands,total,Drinking water,2016,0.02361,4008.70647,Basic service
NLD,Netherlands,total,Sanitation,2016,2.27525,386366.50696,Limited service
NLD,Netherlands,total,Drinking water,2016,0,0,Limited service
NLD,Netherlands,total,Sanitation,2016,0,0,Open defecation
NLD,Netherlands,total,Sanitation,2016,97.48671,16554496.92332,Safely managed service
NLD,Netherlands,total,Drinking water,2016,99.97639,16977277.53687,Safely managed service
NLD,Netherlands,total,Drinking water,2016,0,0,Surface water
NLD,Netherlands,total,Sanitation,2016,0.00064,107.91353,Unimproved
NLD,Netherlands,total,Drinking water,2016,0,0,Unimproved
NOR,Norway,total,Sanitation,2016,34.05918,1788430.3048,Basic service
NOR,Norway,total,Drinking water,2016,1.05627,55463.9572,Basic service
NOR,Norway,total,Sanitation,2016,1.94446,102102.36308,Limited service
NOR,Norway,total,Drinking water,2016,0,0,Limited service
NOR,Norway,total,Sanitation,2016,0,0,Open defecation
NOR,Norway,total,Sanitation,2016,63.99637,3360417.51496,Safely managed service
NOR,Norway,total,Drinking water,2016,98.94374,5195486.22574,Safely managed service
NOR,Norway,total,Drinking water,2016,0,0,Surface water
NOR,Norway,total,Sanitation,2016,0,0,Unimproved
NOR,Norway,total,Drinking water,2016,0,0,Unimproved
NRU,Nauru,total,Sanitation,2016,65.59553,6870.47557,At least basic
NRU,Nauru,total,Drinking water,2016,100,10474,At least basic
NRU,Nauru,total,Sanitation,2016,30.72683,3218.32844,Limited service
NRU,Nauru,total,Drinking water,2016,0,0,Limited service
NRU,Nauru,total,Sanitation,2016,2.58889,271.1599,Open defecation
NRU,Nauru,total,Drinking water,2016,0,0,Surface water
NRU,Nauru,total,Sanitation,2016,1.08876,114.03623,Unimproved
NRU,Nauru,total,Drinking water,2016,0,0,Unimproved
NZL,New Zealand,total,Sanitation,2016,18.73559,872940.89504,Basic service
NZL,New Zealand,total,Drinking water,2016,3.13132,145896.43725,Basic service
NZL,New Zealand,total,Sanitation,2016,0,0,Limited service
NZL,New Zealand,total,Drinking water,2016,0,0,Limited service
NZL,New Zealand,total,Sanitation,2016,0,0,Open defecation
NZL,New Zealand,total,Sanitation,2016,81.26441,3786324.16599,Safely managed service
NZL,New Zealand,total,Drinking water,2016,96.86868,4513368.62388,Safely managed service
NZL,New Zealand,total,Drinking water,2016,0,0,Surface water
NZL,New Zealand,total,Sanitation,2016,0,0,Unimproved
NZL,New Zealand,total,Drinking water,2016,0,0,Unimproved
OMN,Oman,total,Sanitation,2016,99.3193,4448726.87089,At least basic
OMN,Oman,total,Drinking water,2016,1.65104,73953.55663,Basic service
OMN,Oman,total,Sanitation,2016,0.6807,30490.14044,Limited service
OMN,Oman,total,Drinking water,2016,8.05418,360764.36546,Limited service
OMN,Oman,total,Sanitation,2016,0,0,Open defecation
OMN,Oman,total,Drinking water,2016,89.03639,3988132.92222,Safely managed service
OMN,Oman,total,Drinking water,2016,0.0861,3856.50962,Surface water
OMN,Oman,total,Sanitation,2016,0,0.06092,Unimproved
OMN,Oman,total,Drinking water,2016,1.1723,52509.64593,Unimproved
PAN,Panama,total,Sanitation,2016,79.83759,3223101.60605,At least basic
PAN,Panama,total,Drinking water,2016,93.23055,3763785.16156,At least basic
PAN,Panama,total,Sanitation,2016,4.12144,166385.36951,Limited service
PAN,Panama,total,Drinking water,2016,1.85187,74761.27417,Limited service
PAN,Panama,total,Sanitation,2016,4.86423,196372.67315,Open defecation
PAN,Panama,total,Drinking water,2016,1.94795,78640.34848,Surface water
PAN,Panama,total,Sanitation,2016,11.17675,451213.42007,Unimproved
PAN,Panama,total,Drinking water,2016,2.96963,119886.30186,Unimproved
PLW,Palau,total,Sanitation,2016,99.20342,17576.86241,At least basic
PLW,Palau,total,Drinking water,2016,10.41858,1845.9645,Basic service
PLW,Palau,total,Sanitation,2016,0,0,Limited service
PLW,Palau,total,Drinking water,2016,0,0,Limited service
PLW,Palau,total,Sanitation,2016,0,0,Open defecation
PLW,Palau,total,Drinking water,2016,89.22669,15809.18425,Safely managed service
PLW,Palau,total,Drinking water,2016,0,0,Surface water
PLW,Palau,total,Sanitation,2016,0.79658,141.13757,Unimproved
PLW,Palau,total,Drinking water,2016,0.35473,62.85125,Unimproved
POL,Poland,total,Sanitation,2016,9.67349,3674881.60583,Basic service
POL,Poland,total,Drinking water,2016,2.86581,1088698.56481,Basic service
POL,Poland,total,Sanitation,2016,0,0,Limited service
POL,Poland,total,Drinking water,2016,0,0,Limited service
POL,Poland,total,Sanitation,2016,0,0,Open defecation
POL,Poland,total,Sanitation,2016,89.74681,34094112.98371,Safely managed service
POL,Poland,total,Drinking water,2016,96.55985,36682333.29353,Safely managed service
POL,Poland,total,Drinking water,2016,0,0,Surface water
POL,Poland,total,Sanitation,2016,0.57971,220225.40894,Unimproved
POL,Poland,total,Drinking water,2016,0.57434,218188.14167,Unimproved
PRI,Puerto Rico,total,Sanitation,2016,67.49084,2215805.91222,Basic service
PRI,Puerto Rico,total,Drinking water,2016,0.99573,32690.99775,Basic service
PRI,Puerto Rico,total,Sanitation,2016,0,0,Limited service
PRI,Puerto Rico,total,Drinking water,2016,0,0,Limited service
PRI,Puerto Rico,total,Sanitation,2016,0,0,Open defecation
PRI,Puerto Rico,total,Sanitation,2016,32.50916,1067315.08778,Safely managed service
PRI,Puerto Rico,total,Drinking water,2016,98.5772,3236408.77838,Safely managed service
PRI,Puerto Rico,total,Drinking water,2016,0,0,Surface water
PRI,Puerto Rico,total,Sanitation,2016,0,0,Unimproved
PRI,Puerto Rico,total,Drinking water,2016,0.42707,14021.2238,Unimproved
PRT,Portugal,total,Sanitation,2016,19.05551,1967584.34856,Basic service
PRT,Portugal,total,Drinking water,2016,4.54829,469635.76471,Basic service
PRT,Portugal,total,Sanitation,2016,0.33179,34259.05547,Limited service
PRT,Portugal,total,Drinking water,2016,0,0,Limited service
PRT,Portugal,total,Sanitation,2016,0,0,Open defecation
PRT,Portugal,total,Sanitation,2016,80.51119,8313215.47177,Safely managed service
PRT,Portugal,total,Drinking water,2016,95.35789,9846216.98734,Safely managed service
PRT,Portugal,total,Drinking water,2016,0,0,Surface water
PRT,Portugal,total,Sanitation,2016,0.10151,10481.12451,Unimproved
PRT,Portugal,total,Drinking water,2016,0.09382,9687.24754,Unimproved
PYF,French Polynesia,total,Sanitation,2016,97.17689,266824.41065,At least basic
PYF,French Polynesia,total,Drinking water,2016,12.97803,35634.56823,Basic service
PYF,French Polynesia,total,Sanitation,2016,0,0,Limited service
PYF,French Polynesia,total,Drinking water,2016,0,0,Limited service
PYF,French Polynesia,total,Sanitation,2016,0,0,Open defecation
PYF,French Polynesia,total,Drinking water,2016,87.02197,238941.43177,Safely managed service
PYF,French Polynesia,total,Drinking water,2016,0,0,Surface water
PYF,French Polynesia,total,Sanitation,2016,2.82311,7751.59106,Unimproved
PYF,French Polynesia,total,Drinking water,2016,0,0,Unimproved
QAT,Qatar,total,Sanitation,2016,5.7,151299.603,Basic service
QAT,Qatar,total,Drinking water,2016,3.38741,89914.78611,Basic service
QAT,Qatar,total,Sanitation,2016,0,0,Limited service
QAT,Qatar,total,Drinking water,2016,0,0,Limited service
QAT,Qatar,total,Sanitation,2016,0,0,Open defecation
QAT,Qatar,total,Sanitation,2016,94.3,2503079.397,Safely managed service
QAT,Qatar,total,Drinking water,2016,96.24239,2554637.74679,Safely managed service
QAT,Qatar,total,Drinking water,2016,0,0,Surface water
QAT,Qatar,total,Sanitation,2016,0,0,Unimproved
QAT,Qatar,total,Drinking water,2016,0.3702,9826.467,Unimproved
ROU,Romania,total,Sanitation,2016,8.83452,1748906.09414,Basic service
ROU,Romania,total,Drinking water,2016,18.09438,3582014.31119,Basic service
ROU,Romania,total,Sanitation,2016,0.24374,48250.94985,Limited service
ROU,Romania,total,Drinking water,2016,0,0,Limited service
ROU,Romania,total,Sanitation,2016,0,0,Open defecation
ROU,Romania,total,Sanitation,2016,74.98827,14844888.01711,Safely managed service
ROU,Romania,total,Drinking water,2016,81.90562,16214265.68881,Safely managed service
ROU,Romania,total,Drinking water,2016,0,0,Surface water
ROU,Romania,total,Sanitation,2016,15.93347,3154234.9387,Unimproved
ROU,Romania,total,Drinking water,2016,0,0,Unimproved
SAU,Saudi Arabia,total,Drinking water,2016,99.7081,32348741.38257,At least basic
SAU,Saudi Arabia,total,Sanitation,2016,45.61237,14798222.59224,Basic service
SAU,Saudi Arabia,total,Sanitation,2016,0,0,Limited service
SAU,Saudi Arabia,total,Drinking water,2016,0,0,Limited service
SAU,Saudi Arabia,total,Sanitation,2016,0,0,Open defecation
SAU,Saudi Arabia,total,Sanitation,2016,54.24458,17598810.88593,Safely managed service
SAU,Saudi Arabia,total,Drinking water,2016,0,0,Surface water
SAU,Saudi Arabia,total,Sanitation,2016,0.14305,46410.51957,Unimproved
SAU,Saudi Arabia,total,Drinking water,2016,0.2919,94701.92184,Unimproved
SGP,Singapore,total,Sanitation,2016,0,0,Basic service
SGP,Singapore,total,Drinking water,2016,0,0,Basic service
SGP,Singapore,total,Sanitation,2016,0,0,Limited service
SGP,Singapore,total,Drinking water,2016,0,0,Limited service
SGP,Singapore,total,Sanitation,2016,0,0,Open defecation
SGP,Singapore,total,Sanitation,2016,100,5653625,Safely managed service
SGP,Singapore,total,Drinking water,2016,100,5653625,Safely managed service
SGP,Singapore,total,Drinking water,2016,0,0,Surface water
SGP,Singapore,total,Sanitation,2016,0,0,Unimproved
SGP,Singapore,total,Drinking water,2016,0,0,Unimproved
SMR,San Marino,total,Sanitation,2016,29.6285,9926.43636,Basic service
SMR,San Marino,total,Drinking water,2016,0,0,Basic service
SMR,San Marino,total,Sanitation,2016,0,0,Limited service
SMR,San Marino,total,Drinking water,2016,0,0,Limited service
SMR,San Marino,total,Sanitation,2016,0,0,Open defecation
SMR,San Marino,total,Sanitation,2016,70.3715,23576.56365,Safely managed service
SMR,San Marino,total,Drinking water,2016,100,33503,Safely managed service
SMR,San Marino,total,Drinking water,2016,0,0,Surface water
SMR,San Marino,total,Sanitation,2016,0,0,Unimproved
SMR,San Marino,total,Drinking water,2016,0,0,Unimproved
SVK,Slovakia,total,Sanitation,2016,15.30566,832934.1191,Basic service
SVK,Slovakia,total,Drinking water,2016,0.7562,41152.20243,Basic service
SVK,Slovakia,total,Sanitation,2016,2.41995,131693.97476,Limited service
SVK,Slovakia,total,Drinking water,2016,0.21248,11563.33183,Limited service
SVK,Slovakia,total,Sanitation,2016,0,0,Open defecation
SVK,Slovakia,total,Sanitation,2016,82.2206,4474445.60483,Safely managed service
SVK,Slovakia,total,Drinking water,2016,99.03132,5389285.46553,Safely managed service
SVK,Slovakia,total,Drinking water,2016,0,0,Surface water
SVK,Slovakia,total,Sanitation,2016,0.05379,2927.30148,Unimproved
SVK,Slovakia,total,Drinking water,2016,0,0,Unimproved
SVN,Slovenia,total,Sanitation,2016,32.85174,681412.38542,Basic service
SVN,Slovenia,total,Drinking water,2016,2.36187,48989.99838,Basic service
SVN,Slovenia,total,Sanitation,2016,0.87892,18230.57154,Limited service
SVN,Slovenia,total,Drinking water,2016,0,0,Limited service
SVN,Slovenia,total,Sanitation,2016,0,0,Open defecation
SVN,Slovenia,total,Sanitation,2016,65.21045,1352598.52464,Safely managed service
SVN,Slovenia,total,Drinking water,2016,97.13813,2014844.07617,Safely managed service
SVN,Slovenia,total,Drinking water,2016,0,0,Surface water
SVN,Slovenia,total,Sanitation,2016,1.05889,21963.61844,Unimproved
SVN,Slovenia,total,Drinking water,2016,0.5,10371.0255,Unimproved
SWE,Sweden,total,Sanitation,2016,4.60858,453300.48961,Basic service
SWE,Sweden,total,Drinking water,2016,0.06859,6746.1879,Basic service
SWE,Sweden,total,Sanitation,2016,0.69723,68579.54296,Limited service
SWE,Sweden,total,Drinking water,2016,0,0,Limited service
SWE,Sweden,total,Sanitation,2016,0,0,Open defecation
SWE,Sweden,total,Sanitation,2016,94.67042,9311785.66213,Safely managed service
SWE,Sweden,total,Drinking water,2016,99.73518,9809955.02932,Safely managed service
SWE,Sweden,total,Drinking water,2016,0,0,Surface water
SWE,Sweden,total,Sanitation,2016,0.02376,2337.305,Unimproved
SWE,Sweden,total,Drinking water,2016,0.19624,19301.78249,Unimproved
SXM,Sint Maarten (Dutch part),total,Sanitation,2016,98.78103,40314.51345,At least basic
SXM,Sint Maarten (Dutch part),total,Drinking water,2016,95.31118,38898.39883,At least basic
SXM,Sint Maarten (Dutch part),total,Sanitation,2016,0,0,Limited service
SXM,Sint Maarten (Dutch part),total,Drinking water,2016,0,0,Limited service
SXM,Sint Maarten (Dutch part),total,Sanitation,2016,0.13138,53.61875,Open defecation
SXM,Sint Maarten (Dutch part),total,Drinking water,2016,0,0,Surface water
SXM,Sint Maarten (Dutch part),total,Sanitation,2016,1.08759,443.86869,Unimproved
SXM,Sint Maarten (Dutch part),total,Drinking water,2016,4.68882,1913.60149,Unimproved
SYC,Seychelles,total,Sanitation,2016,100,95711,At least basic
SYC,Seychelles,total,Drinking water,2016,96.25089,92122.69185,At least basic
SYC,Seychelles,total,Sanitation,2016,0,0,Limited service
SYC,Seychelles,total,Drinking water,2016,0,0,Limited service
SYC,Seychelles,total,Sanitation,2016,0,0,Open defecation
SYC,Seychelles,total,Drinking water,2016,3.74911,3588.30924,Surface water
SYC,Seychelles,total,Sanitation,2016,0,0,Unimproved
SYC,Seychelles,total,Drinking water,2016,0,0,Unimproved
TCA,Turks and Caicos Islands,total,Sanitation,2016,87.98864,32166.88695,At least basic
TCA,Turks and Caicos Islands,total,Drinking water,2016,94.31818,34480.84167,At least basic
TCA,Turks and Caicos Islands,total,Sanitation,2016,0,0,Limited service
TCA,Turks and Caicos Islands,total,Drinking water,2016,0,0,Limited service
TCA,Turks and Caicos Islands,total,Sanitation,2016,1.60455,586.58973,Open defecation
TCA,Turks and Caicos Islands,total,Drinking water,2016,0,0,Surface water
TCA,Turks and Caicos Islands,total,Sanitation,2016,10.40682,3804.52459,Unimproved
TCA,Turks and Caicos Islands,total,Drinking water,2016,5.68182,2077.15909,Unimproved
TTO,Trinidad and Tobago,total,Sanitation,2016,93.68607,1290584.68193,At least basic
TTO,Trinidad and Tobago,total,Drinking water,2016,98.51909,1357162.51456,At least basic
TTO,Trinidad and Tobago,total,Sanitation,2016,5.9222,81582.10221,Limited service
TTO,Trinidad and Tobago,total,Drinking water,2016,1.12078,15439.42845,Limited service
TTO,Trinidad and Tobago,total,Sanitation,2016,0,0,Open defecation
TTO,Trinidad and Tobago,total,Drinking water,2016,0,0,Surface water
TTO,Trinidad and Tobago,total,Sanitation,2016,0.39172,5396.19823,Unimproved
TTO,Trinidad and Tobago,total,Drinking water,2016,0.36013,4961.0057,Unimproved
URY,Uruguay,total,Sanitation,2016,96.90315,3318098.63595,At least basic
URY,Uruguay,total,Drinking water,2016,99.26625,3399014.40097,At least basic
URY,Uruguay,total,Sanitation,2016,1.88336,64488.95751,Limited service
URY,Uruguay,total,Drinking water,2016,0.53317,18256.42335,Limited service
URY,Uruguay,total,Sanitation,2016,0.50368,17246.53889,Open defecation
URY,Uruguay,total,Drinking water,2016,0.01581,541.3009,Surface water
URY,Uruguay,total,Sanitation,2016,0.70981,24304.9663,Unimproved
URY,Uruguay,total,Drinking water,2016,0.18477,6326.90873,Unimproved
USA,United States of America,total,Sanitation,2016,1.43579,4637836.51067,Basic service
USA,United States of America,total,Drinking water,2016,2.9385,9491821.30642,Basic service
USA,United States of America,total,Sanitation,2016,0,0,Limited service
USA,United States of America,total,Drinking water,2016,0,0,Limited service
USA,United States of America,total,Sanitation,2016,0,0,Open defecation
USA,United States of America,total,Sanitation,2016,98.31176,317562721.07732,Safely managed service
USA,United States of America,total,Drinking water,2016,96.59864,312029062.46557,Safely managed service
USA,United States of America,total,Drinking water,2016,0,0,Surface water
USA,United States of America,total,Sanitation,2016,0.25245,815442.40232,Unimproved
USA,United States of America,total,Drinking water,2016,0.46286,1495116.23124,Unimproved
VGB,British Virgin Islands,total,Sanitation,2016,96.85798,28432.65968,At least basic
VGB,British Virgin Islands,total,Drinking water,2016,99.86438,29315.18871,At least basic
VGB,British Virgin Islands,total,Sanitation,2016,0,0,Limited service
VGB,British Virgin Islands,total,Drinking water,2016,0,0,Limited service
VGB,British Virgin Islands,total,Sanitation,2016,0,0,Open defecation
VGB,British Virgin Islands,total,Drinking water,2016,0,0,Surface water
VGB,British Virgin Islands,total,Sanitation,2016,3.14202,922.34012,Unimproved
VGB,British Virgin Islands,total,Drinking water,2016,0.13562,39.81021,Unimproved
VIR,United States Virgin Islands,total,Sanitation,2016,99.37128,104169.91582,At least basic
VIR,United States Virgin Islands,total,Drinking water,2016,0.78227,820.04983,Basic service
VIR,United States Virgin Islands,total,Sanitation,2016,0,0,Limited service
VIR,United States Virgin Islands,total,Drinking water,2016,0,0,Limited service
VIR,United States Virgin Islands,total,Sanitation,2016,0,0,Open defecation
VIR,United States Virgin Islands,total,Drinking water,2016,97.93599,102665.32268,Safely managed service
VIR,United States Virgin Islands,total,Drinking water,2016,0,0,Surface water
VIR,United States Virgin Islands,total,Sanitation,2016,0.62872,659.08348,Unimproved
VIR,United States Virgin Islands,total,Drinking water,2016,1.28173,1343.62749,Unimproved
